Gene.secondaryIdentifier	Gene.length	Gene.qualifier	Gene.chromosome.primaryIdentifier	Gene.chromosomeLocation.start	Gene.chromosomeLocation.end	Gene.chromosomeLocation.strand
YCL049C	939	Uncharacterized	chrIII	39786	40724	-1
YCL050C	966	Verified	chrIII	37836	38801	-1
YCL051W	1752	Verified	chrIII	35865	37616	1
YCL052C	1251	Verified	chrIII	34143	35393	-1
YCL054W	2526	Verified	chrIII	31449	33974	1
YCL055W	1008	Verified	chrIII	27929	28936	1
YCL056C	435	Verified	chrIII	26925	27359	-1
YCL057W	2139	Verified	chrIII	24768	26906	1
YCL058C	459	Verified	chrIII	23523	23981	-1
YCL059C	951	Verified	chrIII	22429	23379	-1
YCL061C	3291	Verified	chrIII	18816	22106	-1
YCL063W	1272	Verified	chrIII	17290	18561	1
YCL064C	1083	Verified	chrIII	15798	16880	-1
YCL065W	369	Dubious	chrIII	13751	14119	1
YCL066W	528	Verified	chrIII	13282	13809	1
YCL067C	633	Verified	chrIII	12386	13018	-1
YCL068C	783	Uncharacterized	chrIII	11503	12285	-1
YCL069W	1377	Verified	chrIII	9706	11082	1
YCL073C	1848	Verified	chrIII	6479	8326	-1
YCL074W	927	""	chrIII	2824	3750	1
YCL075W	441	""	chrIII	2126	2566	1
YCL076W	744	Dubious	chrIII	1392	2135	1
YCL026C-A	582	Verified	chrIII	74704	75285	-1
YCR001W	315	Uncharacterized	chrIII	115685	115999	1
YCR002C	969	Verified	chrIII	117380	118348	-1
YCR003W	552	Verified	chrIII	118620	119171	1
YCR004C	744	Verified	chrIII	119575	120318	-1
YCR005C	1383	Verified	chrIII	120946	122328	-1
YCR006C	474	Uncharacterized	chrIII	122530	123003	-1
YCR007C	720	Uncharacterized	chrIII	126011	126730	-1
YCR008W	1812	Verified	chrIII	128470	130281	1
YCR009C	798	Verified	chrIII	130745	131542	-1
YCR010C	852	Verified	chrIII	132273	133124	-1
YCR011C	3150	Verified	chrIII	133724	136873	-1
YCR012W	1251	Verified	chrIII	137746	138996	1
YCR013C	648	Dubious	chrIII	138402	139049	-1
YCR014C	1749	Verified	chrIII	139185	140933	-1
YCR015C	954	Verified	chrIII	141217	142170	-1
YCR016W	873	Uncharacterized	chrIII	143634	144506	1
YCR017C	2862	Verified	chrIII	144773	147634	-1
YCR018C	666	Verified	chrIII	148238	148903	-1
YCR019W	1092	Verified	chrIII	152837	153928	1
YCR020C	648	Verified	chrIII	154012	154659	-1
YCR020C-A	267	Verified	chrIII	154830	155096	-1
YCR021C	999	Verified	chrIII	156109	157107	-1
YCR022C	345	Uncharacterized	chrIII	157421	157765	-1
YCR023C	1836	Verified	chrIII	158538	160373	-1
YCR024C	1479	Verified	chrIII	160744	162222	-1
YCR024C-A	123	Verified	chrIII	162945	163067	-1
YCR025C	411	Uncharacterized	chrIII	163446	163856	-1
YCR026C	2229	Verified	chrIII	164111	166339	-1
YCR027C	630	Verified	chrIII	167370	167999	-1
YCR028C	1539	Verified	chrIII	170886	172424	-1
YCR030C	2613	Verified	chrIII	173826	176438	-1
YCR031C	721	Verified	chrIII	177500	178220	-1
YCR032W	6504	Verified	chrIII	179520	186023	1
YCR033W	3681	Verified	chrIII	186489	190169	1
YCR034W	1044	Verified	chrIII	190592	191635	1
YCR035C	1185	Verified	chrIII	191834	193018	-1
YCR036W	1002	Verified	chrIII	193297	194298	1
YCR037C	2772	Verified	chrIII	194414	197185	-1
YCR038C	1929	Verified	chrIII	197621	199549	-1
YCR039C	633	Verified	chrIII	199546	200178	-1
YCR040W	528	Verified	chrIII	200442	200969	1
YCR041W	333	Verified	chrIII	200911	201243	1
YCR042C	4224	Verified	chrIII	201174	205397	-1
YCR043C	384	Uncharacterized	chrIII	206261	206644	-1
YCR044C	1074	Verified	chrIII	206877	207950	-1
YCR045C	1476	Verified	chrIII	208135	209610	-1
YCR046C	510	Verified	chrIII	209914	210423	-1
YCR047C	828	Verified	chrIII	210718	211545	-1
YCR048W	1833	Verified	chrIII	211929	213761	1
YCR049C	447	Dubious	chrIII	211871	212317	-1
YCR050C	309	Uncharacterized	chrIII	213464	213772	-1
YCR051W	669	Uncharacterized	chrIII	214071	214739	1
YCR052W	1452	Verified	chrIII	214994	216445	1
YCR053W	1545	Verified	chrIII	216697	218241	1
YCR054C	1692	Verified	chrIII	218376	220067	-1
YCR057C	2772	Verified	chrIII	220457	223228	-1
YCR059C	777	Verified	chrIII	223454	224230	-1
YCR060W	336	Verified	chrIII	224399	224734	1
YCR061W	1896	Verified	chrIII	225563	227458	1
YCR063W	474	Verified	chrIII	228318	228791	1
YCR064C	411	Dubious	chrIII	228095	228505	-1
YCR065W	1695	Verified	chrIII	229310	231004	1
YCR066W	1464	Verified	chrIII	231500	232963	1
YCR067C	3198	Verified	chrIII	233125	236322	-1
YCR068W	1563	Verified	chrIII	237214	238776	1
YCR069W	957	Verified	chrIII	239055	240011	1
YCR071C	441	Verified	chrIII	240103	240543	-1
YCR072C	1548	Verified	chrIII	240805	242352	-1
YCR073C	3996	Verified	chrIII	242588	246583	-1
YCR075C	783	Verified	chrIII	248033	248815	-1
YCR076C	753	Verified	chrIII	249293	250045	-1
YCR077C	2391	Verified	chrIII	250238	252628	-1
YCR081W	4284	Verified	chrIII	254371	258654	1
YCR082W	387	Verified	chrIII	258883	259269	1
YCR083W	384	Verified	chrIII	259578	259961	1
YCR084C	2142	Verified	chrIII	260311	262452	-1
YCR085W	354	Uncharacterized	chrIII	262916	263269	1
YCR086W	573	Verified	chrIII	263392	263964	1
YCR087W	516	Dubious	chrIII	263976	264491	1
YCR088W	1779	Verified	chrIII	265068	266846	1
YCR089W	4830	Verified	chrIII	267434	272263	1
YCR090C	549	Uncharacterized	chrIII	272315	272863	-1
YCR091W	2163	Verified	chrIII	274404	276566	1
YCR092C	3057	Verified	chrIII	276764	279820	-1
YCR093W	6327	Verified	chrIII	280117	286443	1
YCR094W	1176	Verified	chrIII	286762	287937	1
YCR095C	1089	Uncharacterized	chrIII	288170	289258	-1
YCR096C	360	Verified	chrIII	293179	293538	-1
YCR097W	487	Verified	chrIII	293835	294321	1
YCR098C	1557	Verified	chrIII	297049	298605	-1
YCR099C	468	Uncharacterized	chrIII	300832	301299	-1
YCR100C	951	Uncharacterized	chrIII	301271	302221	-1
YCR101C	549	Uncharacterized	chrIII	302482	303030	-1
YCR102C	1107	Uncharacterized	chrIII	304361	305467	-1
YCR104W	375	Verified	chrIII	307801	308175	1
YCR105W	1086	Verified	chrIII	309070	310155	1
YCR106W	2499	Verified	chrIII	310958	313456	1
YCR107W	1092	Verified	chrIII	313890	314981	1
YCR073W-A	948	Verified	chrIII	246963	247910	1
YEL001C	678	Verified	chrV	150301	150978	-1
YEL002C	1293	Verified	chrV	148722	150014	-1
YEL003W	424	Verified	chrV	148176	148599	1
YEL004W	1029	Verified	chrV	146951	147979	1
YEL005C	849	Verified	chrV	145907	146755	-1
YEL006W	1008	Verified	chrV	144327	145334	1
YEL007W	2001	Verified	chrV	141892	143892	1
YEL008W	381	Uncharacterized	chrV	140512	140892	1
YEL009C	846	Verified	chrV	138918	139763	-1
YEL010W	351	Dubious	chrV	136279	136629	1
YEL011W	2115	Verified	chrV	133120	135234	1
YEL012W	780	Verified	chrV	131772	132551	1
YEL013W	1737	Verified	chrV	128825	130561	1
YEL014C	306	Uncharacterized	chrV	128303	128608	-1
YEL015W	1656	Verified	chrV	126629	128284	1
YEL016C	1482	Verified	chrV	124737	126218	-1
YEL017W	1014	Verified	chrV	123657	124670	1
YEL018W	840	Verified	chrV	121471	122310	1
YEL019C	804	Verified	chrV	120498	121301	-1
YEL020C	1683	Verified	chrV	118617	120299	-1
YEL021W	804	Verified	chrV	116167	116970	1
YEL022W	4380	Verified	chrV	111421	115800	1
YEL023C	2049	Uncharacterized	chrV	108504	110552	-1
YEL024W	648	Verified	chrV	107260	107907	1
YEL025C	3567	Uncharacterized	chrV	102581	106147	-1
YEL026W	381	Verified	chrV	101943	102323	1
YEL027W	483	Verified	chrV	100769	101251	1
YEL028W	462	Uncharacterized	chrV	98668	99129	1
YEL029C	939	Verified	chrV	96858	97796	-1
YEL030W	1935	Verified	chrV	94644	96578	1
YEL031W	3648	Verified	chrV	90258	93905	1
YEL032W	2916	Verified	chrV	86937	89852	1
YEL033W	420	Uncharacterized	chrV	86179	86598	1
YEL034W	474	Verified	chrV	85676	86149	1
YEL035C	501	Uncharacterized	chrV	85045	85545	-1
YEL036C	1503	Verified	chrV	83050	84552	-1
YEL037C	1197	Verified	chrV	81407	82603	-1
YEL038W	684	Verified	chrV	80462	81145	1
YEL039C	342	Verified	chrV	79636	79977	-1
YEL040W	1404	Verified	chrV	78053	79456	1
YEL041W	1488	Verified	chrV	75944	77431	1
YEL042W	1557	Verified	chrV	73771	75327	1
YEL043W	2871	Verified	chrV	70478	73348	1
YEL044W	501	Verified	chrV	69757	70257	1
YEL045C	426	Dubious	chrV	68840	69265	-1
YEL046C	1164	Verified	chrV	67629	68792	-1
YEL047C	1413	Verified	chrV	65385	66797	-1
YEL048C	459	Verified	chrV	64709	65167	-1
YEL049W	363	Verified	chrV	63728	64090	1
YEL050C	1182	Verified	chrV	59670	60851	-1
YEL051W	771	Verified	chrV	58378	59148	1
YEL052W	1530	Verified	chrV	56571	58100	1
YEL053C	2202	Verified	chrV	53901	56102	-1
YEL054C	498	Verified	chrV	52721	53218	-1
YEL055C	3069	Verified	chrV	48471	51539	-1
YEL056W	1206	Verified	chrV	47168	48373	1
YEL057C	702	Verified	chrV	45020	45721	-1
YEL058W	1674	Verified	chrV	43252	44925	1
YEL059W	309	Uncharacterized	chrV	42652	42960	1
YEL060C	1908	Verified	chrV	40046	41953	-1
YEL061C	3003	Verified	chrV	36535	39537	-1
YEL062W	1848	Verified	chrV	34407	36254	1
YEL063C	1773	Verified	chrV	31694	33466	-1
YEL064C	1443	Verified	chrV	29797	31239	-1
YEL065W	1887	Verified	chrV	27657	29543	1
YEL066W	486	Verified	chrV	26721	27206	1
YEL067C	588	Uncharacterized	chrV	26189	26776	-1
YEL068C	333	Uncharacterized	chrV	25646	25978	-1
YEL069C	1695	Verified	chrV	21537	23231	-1
YEL070W	1509	Verified	chrV	19589	21097	1
YEL071W	1491	Verified	chrV	16355	17845	1
YEL072W	696	Verified	chrV	13720	14415	1
YEL073C	324	Uncharacterized	chrV	7230	7553	-1
YEL074W	339	Dubious	chrV	6126	6464	1
YEL075C	369	Uncharacterized	chrV	5345	5713	-1
YEL076C	651	Uncharacterized	chrV	4464	5114	-1
YER001W	2289	Verified	chrV	153520	155808	1
YER002W	696	Verified	chrV	156803	157498	1
YER003C	1383	Verified	chrV	157736	159118	-1
YER004W	696	Verified	chrV	159580	160275	1
YER005W	1893	Verified	chrV	160550	162442	1
YER006W	1563	Verified	chrV	162723	164285	1
YER007W	1557	Verified	chrV	164527	166083	1
YER008C	4011	Verified	chrV	167808	171818	-1
YER009W	378	Verified	chrV	172115	172492	1
YER010C	705	Verified	chrV	172634	173338	-1
YER011W	765	Verified	chrV	175248	176012	1
YER012W	597	Verified	chrV	177835	178431	1
YER013W	3438	Verified	chrV	178841	182278	1
YER014W	1620	Verified	chrV	182600	184219	1
YER015W	2235	Verified	chrV	184541	186775	1
YER016W	1035	Verified	chrV	188277	189311	1
YER017C	2286	Verified	chrV	189503	191788	-1
YER018C	666	Verified	chrV	191959	192624	-1
YER019W	1434	Verified	chrV	192797	194230	1
YER020W	1350	Verified	chrV	195168	196517	1
YER021W	1572	Verified	chrV	196948	198519	1
YER022W	2064	Verified	chrV	198812	200875	1
YER023W	861	Verified	chrV	201076	201936	1
YER024W	2772	Verified	chrV	202192	204963	1
YER025W	1584	Verified	chrV	205251	206834	1
YER026C	831	Verified	chrV	207644	208474	-1
YER027C	1254	Verified	chrV	208979	210232	-1
YER028C	1185	Verified	chrV	210692	211876	-1
YER029C	591	Verified	chrV	212587	213177	-1
YER030W	462	Verified	chrV	213437	213898	1
YER031C	672	Verified	chrV	214076	214747	-1
YER032W	2631	Verified	chrV	215063	217693	1
YER033C	3231	Verified	chrV	218057	221287	-1
YER034W	558	Verified	chrV	221846	222403	1
YER035W	438	Verified	chrV	222639	223076	1
YER036C	1833	Verified	chrV	223367	225199	-1
YER037W	966	Verified	chrV	225889	226854	1
YER038C	1395	Verified	chrV	226858	228252	-1
YER039C	750	Verified	chrV	228456	229205	-1
YER040W	2193	Verified	chrV	229795	231987	1
YER041W	2280	Verified	chrV	232461	234740	1
YER042W	555	Verified	chrV	234937	235491	1
YER043C	1350	Verified	chrV	235770	237119	-1
YER044C	447	Verified	chrV	237570	238016	-1
YER045C	1470	Verified	chrV	240032	241501	-1
YER046W	432	Verified	chrV	243180	243611	1
YER047C	2694	Verified	chrV	243810	246503	-1
YER048C	1176	Verified	chrV	246982	248157	-1
YER049W	1935	Verified	chrV	251728	253662	1
YER050C	417	Verified	chrV	253971	254387	-1
YER051W	1479	Verified	chrV	254656	256134	1
YER052C	1584	Verified	chrV	256375	257958	-1
YER053C	903	Verified	chrV	258737	259639	-1
YER054C	1647	Verified	chrV	262052	263698	-1
YER055C	894	Verified	chrV	264892	265785	-1
YER056C	1602	Verified	chrV	266512	268113	-1
YER057C	390	Verified	chrV	270737	271126	-1
YER058W	324	Verified	chrV	271768	272091	1
YER059W	1263	Verified	chrV	272624	273886	1
YER060W	1587	Verified	chrV	274567	276153	1
YER061C	1329	Verified	chrV	278298	279626	-1
YER062C	753	Verified	chrV	279930	280682	-1
YER063W	657	Verified	chrV	281710	282366	1
YER064C	1518	Verified	chrV	282705	284222	-1
YER065C	1674	Verified	chrV	285241	286914	-1
YER066W	558	Uncharacterized	chrV	290242	290799	1
YER067W	486	Verified	chrV	292066	292551	1
YER068W	1764	Verified	chrV	293050	294813	1
YER069W	2592	Verified	chrV	295410	298001	1
YER070W	2667	Verified	chrV	298950	301616	1
YER071C	381	Verified	chrV	301947	302327	-1
YER072W	390	Verified	chrV	302806	303195	1
YER073W	1563	Verified	chrV	304030	305592	1
YER074W	874	Verified	chrV	306323	307196	1
YER075C	2787	Verified	chrV	308413	311199	-1
YER076C	909	Uncharacterized	chrV	312590	313498	-1
YER077C	2067	Uncharacterized	chrV	314534	316600	-1
YER078C	1536	Verified	chrV	316807	318342	-1
YER079W	633	Uncharacterized	chrV	318920	319552	1
YER080W	1884	Verified	chrV	319963	321846	1
YER081W	1410	Verified	chrV	322686	324095	1
YER082C	1665	Verified	chrV	324272	325936	-1
YER083C	858	Verified	chrV	326174	327031	-1
YER084W	387	Uncharacterized	chrV	327065	327451	1
YER085C	522	Uncharacterized	chrV	327619	328140	-1
YER086W	1731	Verified	chrV	328477	330207	1
YER087W	1731	Verified	chrV	330576	332306	1
YER088C	2013	Verified	chrV	333176	335188	-1
YER089C	1395	Verified	chrV	335946	337340	-1
YER090W	1524	Verified	chrV	337949	339472	1
YER091C	2304	Verified	chrV	339864	342167	-1
YER092W	378	Verified	chrV	342855	343232	1
YER093C	4293	Verified	chrV	343320	347612	-1
YER094C	618	Verified	chrV	348729	349346	-1
YER095W	1203	Verified	chrV	349980	351182	1
YER096W	1539	Verified	chrV	351698	353236	1
YER097W	330	Dubious	chrV	355140	355469	1
YER098W	2265	Verified	chrV	355466	357730	1
YER099C	957	Verified	chrV	358105	359061	-1
YER100W	753	Verified	chrV	359562	360314	1
YER101C	1293	Verified	chrV	360502	361794	-1
YER102W	603	Verified	chrV	363100	363702	1
YER103W	1929	Verified	chrV	364589	366517	1
YER104W	627	Verified	chrV	366802	367428	1
YER105C	4176	Verified	chrV	367838	372013	-1
YER106W	909	Verified	chrV	372326	373234	1
YER107C	1098	Verified	chrV	373448	374545	-1
YER109C	2400	""	chrV	375215	377614	-1
YER110C	3342	Verified	chrV	378762	382103	-1
YER111C	3282	Verified	chrV	382595	385876	-1
YER112W	564	Verified	chrV	387232	387795	1
YER113C	2121	Verified	chrV	387932	390052	-1
YER114C	3123	Verified	chrV	390590	393712	-1
YER115C	576	Verified	chrV	394292	394867	-1
YER116C	825	Verified	chrV	395348	396172	-1
YER117W	885	Verified	chrV	396769	397653	1
YER118C	1104	Verified	chrV	397952	399055	-1
YER119C	1347	Verified	chrV	399496	400842	-1
YER120W	735	Verified	chrV	401135	401869	1
YER121W	345	Uncharacterized	chrV	402375	402719	1
YER122C	1482	Verified	chrV	402871	404352	-1
YER123W	1575	Verified	chrV	404813	406387	1
YER124C	1722	Verified	chrV	407342	409063	-1
YER125W	2430	Verified	chrV	410189	412618	1
YER126C	786	Verified	chrV	413394	414179	-1
YER127W	1074	Verified	chrV	414481	415554	1
YER128W	612	Verified	chrV	415859	416470	1
YER129W	3429	Verified	chrV	417281	420709	1
YER130C	1332	Verified	chrV	421115	422446	-1
YER131W	360	Verified	chrV	423952	424311	1
YER132C	5262	Verified	chrV	425188	430449	-1
YER133W	1464	Verified	chrV	432495	433958	1
YER134C	537	Verified	chrV	437267	437803	-1
YER135C	393	Uncharacterized	chrV	437952	438344	-1
YER136W	1356	Verified	chrV	439616	440971	1
YER137C	447	Verified	chrV	441373	441819	-1
YER138C	5269	""	chrV	443756	449024	-1
YER139C	681	Verified	chrV	450563	451243	-1
YER140W	1671	Verified	chrV	451565	453235	1
YER141W	1461	Verified	chrV	453459	454919	1
YER142C	891	Verified	chrV	455146	456036	-1
YER143W	1287	Verified	chrV	456319	457605	1
YER144C	2418	Verified	chrV	457806	460223	-1
YER145C	1215	Verified	chrV	460526	461740	-1
YER146W	282	Verified	chrV	462585	462866	1
YER147C	1875	Verified	chrV	462968	464842	-1
YER148W	723	Verified	chrV	465303	466025	1
YER149C	1263	Verified	chrV	466208	467470	-1
YER150W	447	Verified	chrV	468370	468816	1
YER151C	2739	Verified	chrV	469686	472424	-1
YER152C	1332	Verified	chrV	472657	473988	-1
YER153C	765	Verified	chrV	474041	474805	-1
YER154W	1209	Verified	chrV	475020	476228	1
YER155C	6504	Verified	chrV	476345	482848	-1
YER156C	1017	Verified	chrV	483325	484341	-1
YER157W	2406	Verified	chrV	484788	487193	1
YER158C	1722	Uncharacterized	chrV	488857	490578	-1
YER159C	429	Verified	chrV	491530	491958	-1
YER160C	5269	""	chrV	492856	498124	-1
YER161C	1002	Verified	chrV	499347	500348	-1
YER162C	2265	Verified	chrV	500630	502894	-1
YER163C	699	Verified	chrV	503084	503782	-1
YER164W	4407	Verified	chrV	505392	509798	1
YER165W	1734	Verified	chrV	510373	512106	1
YER166W	4716	Verified	chrV	512744	517459	1
YER167W	2556	Verified	chrV	518216	520771	1
YER168C	1641	Verified	chrV	521029	522669	-1
YER169W	2391	Verified	chrV	523369	525759	1
YER170W	678	Verified	chrV	525974	526651	1
YER171W	2337	Verified	chrV	527082	529418	1
YER172C	6492	Verified	chrV	529530	536021	-1
YER173W	1980	Verified	chrV	536300	538279	1
YER174C	735	Verified	chrV	538434	539168	-1
YER175C	900	Verified	chrV	539464	540363	-1
YER176W	3366	Verified	chrV	541690	545055	1
YER177W	804	Verified	chrV	545611	546414	1
YER178W	1263	Verified	chrV	546817	548079	1
YER179W	1097	Verified	chrV	548421	549517	1
YER180C	804	Verified	chrV	549724	550527	-1
YER181C	324	Verified	chrV	551473	551796	-1
YER182W	735	Uncharacterized	chrV	552525	553259	1
YER183C	636	Verified	chrV	553334	553969	-1
YER184C	2385	Verified	chrV	556296	558680	-1
YER185W	912	Verified	chrV	559454	560365	1
YER186C	921	Uncharacterized	chrV	561705	562625	-1
YER187W	426	Uncharacterized	chrV	566230	566655	1
YER188W	720	Uncharacterized	chrV	568040	568759	1
YER189W	369	Uncharacterized	chrV	571155	571523	1
YER190W	5046	Verified	chrV	571480	576525	1
YHL001W	815	Verified	chrVIII	104277	105091	1
YHL002W	1359	Verified	chrVIII	102612	103970	1
YHL003C	1236	Verified	chrVIII	100648	101883	-1
YHL004W	1185	Verified	chrVIII	99219	100403	1
YHL005C	393	Uncharacterized	chrVIII	98828	99220	-1
YHL006C	453	Verified	chrVIII	98343	98795	-1
YHL007C	2820	Verified	chrVIII	95118	97937	-1
YHL008C	1884	Uncharacterized	chrVIII	92627	94510	-1
YHL009C	993	Verified	chrVIII	84068	85060	-1
YHL010C	1758	Verified	chrVIII	81964	83721	-1
YHL011C	963	Verified	chrVIII	80654	81616	-1
YHL012W	1482	Uncharacterized	chrVIII	78936	80417	1
YHL013C	924	Verified	chrVIII	77430	78353	-1
YHL014C	1218	Verified	chrVIII	76097	77314	-1
YHL015W	366	Verified	chrVIII	75412	75777	1
YHL016C	2208	Verified	chrVIII	72037	74244	-1
YHL017W	1599	Uncharacterized	chrVIII	70276	71874	1
YHL018W	363	Uncharacterized	chrVIII	69708	70070	1
YHL019C	1818	Verified	chrVIII	67731	69548	-1
YHL020C	1215	Verified	chrVIII	66242	67456	-1
YHL021C	1398	Verified	chrVIII	64462	65859	-1
YHL022C	1197	Verified	chrVIII	62961	64157	-1
YHL023C	3441	Verified	chrVIII	59123	62563	-1
YHL024W	2142	Verified	chrVIII	56649	58790	1
YHL025W	999	Verified	chrVIII	54851	55849	1
YHL026C	948	Uncharacterized	chrVIII	53219	54166	-1
YHL027W	1878	Verified	chrVIII	51111	52988	1
YHL028W	1818	Verified	chrVIII	48763	50580	1
YHL029C	2040	Uncharacterized	chrVIII	45929	47968	-1
YHL030W	5607	Verified	chrVIII	40084	45690	1
YHL031C	672	Verified	chrVIII	38815	39486	-1
YHL032C	2130	Verified	chrVIII	36379	38508	-1
YHL033C	771	Verified	chrVIII	35255	36025	-1
YHL034C	885	Verified	chrVIII	33193	34077	-1
YHL035C	4779	Verified	chrVIII	27978	32756	-1
YHL036W	1641	Verified	chrVIII	26241	27881	1
YHL037C	402	Uncharacterized	chrVIII	25778	26179	-1
YHL038C	1893	Verified	chrVIII	23617	25509	-1
YHL039W	1758	Verified	chrVIII	21783	23540	1
YHL040C	1884	Verified	chrVIII	19088	20971	-1
YHL041W	450	Uncharacterized	chrVIII	17392	17841	1
YHL042W	453	Uncharacterized	chrVIII	15667	16119	1
YHL043W	513	Verified	chrVIII	14901	15413	1
YHL044W	708	Uncharacterized	chrVIII	13565	14272	1
YHL045W	348	Dubious	chrVIII	12502	12849	1
YHL046C	363	Verified	chrVIII	11923	12285	-1
YHL047C	1863	Verified	chrVIII	8351	10213	-1
YHL048W	1146	Verified	chrVIII	6401	7546	1
YHL049C	816	Uncharacterized	chrVIII	3726	4541	-1
YHL050C	2867	Uncharacterized	chrVIII	445	3311	-1
YHR001W	1314	Verified	chrVIII	106055	107368	1
YHR002W	1074	Verified	chrVIII	108812	109885	1
YHR003C	1290	Verified	chrVIII	110028	111317	-1
YHR004C	1341	Verified	chrVIII	111754	113094	-1
YHR005C	1419	Verified	chrVIII	113499	114917	-1
YHR006W	1626	Verified	chrVIII	117814	119439	1
YHR007C	1593	Verified	chrVIII	120091	121683	-1
YHR008C	702	Verified	chrVIII	122889	123590	-1
YHR009C	1572	Verified	chrVIII	124109	125680	-1
YHR010W	972	Verified	chrVIII	126521	127492	1
YHR011W	1341	Verified	chrVIII	127780	129120	1
YHR012W	968	Verified	chrVIII	129481	130448	1
YHR013C	717	Verified	chrVIII	130730	131446	-1
YHR014W	876	Verified	chrVIII	132047	132922	1
YHR015W	1980	Verified	chrVIII	134554	136533	1
YHR016C	1575	Verified	chrVIII	136881	138455	-1
YHR017W	1158	Verified	chrVIII	138694	139851	1
YHR018C	1392	Verified	chrVIII	140011	141402	-1
YHR019C	1665	Verified	chrVIII	141894	143558	-1
YHR020W	2067	Verified	chrVIII	143996	146062	1
YHR021C	799	Verified	chrVIII	147871	148669	-1
YHR022C	771	Uncharacterized	chrVIII	149575	150345	-1
YHR023W	5787	Verified	chrVIII	151666	157452	1
YHR024C	1449	Verified	chrVIII	157744	159192	-1
YHR025W	1074	Verified	chrVIII	159438	160511	1
YHR026W	642	Verified	chrVIII	160844	161485	1
YHR027C	2982	Verified	chrVIII	161730	164711	-1
YHR028C	2457	Verified	chrVIII	164978	167434	-1
YHR029C	885	Verified	chrVIII	167677	168561	-1
YHR030C	1455	Verified	chrVIII	168890	170344	-1
YHR031C	2172	Verified	chrVIII	170799	172970	-1
YHR032W	1746	Verified	chrVIII	173344	175089	1
YHR033W	1272	Uncharacterized	chrVIII	175548	176819	1
YHR034C	1035	Verified	chrVIII	176965	177999	-1
YHR035W	1893	Verified	chrVIII	178219	180111	1
YHR036W	1416	Verified	chrVIII	180345	181760	1
YHR037W	1728	Verified	chrVIII	181977	183704	1
YHR038W	693	Verified	chrVIII	184066	184758	1
