Gene.secondaryIdentifier	Gene.transcripts.chromosome.primaryIdentifier	Gene.transcripts.UTRs.chromosomeLocation.start	Gene.transcripts.UTRs.chromosomeLocation.end	Gene.chromosomeLocation.strand	Gene.transcripts.UTRs.primaryIdentifier
YBR034C	chrII	304383	304929	-1	YBR034C_id001-3prime-utr
YBR034C	chrII	305977	306037	-1	YBR034C_id001-5prime-utr
YBR035C	chrII	306136	306268	-1	YBR035C_id001-3prime-utr
YBR035C	chrII	306956	307334	-1	YBR035C_id001-5prime-utr
YBR036C	chrII	308745	309080	-1	YBR036C_id001-3prime-utr
YBR036C	chrII	310314	310355	-1	YBR036C_id001-5prime-utr
YBR037C	chrII	310414	310564	-1	YBR037C_id001-3prime-utr
YBR037C	chrII	311453	311493	-1	YBR037C_id001-5prime-utr
YBR038W	chrII	311819	311897	1	YBR038W_id001-5prime-utr
YBR038W	chrII	314790	314975	1	YBR038W_id001-3prime-utr
YBR039W	chrII	315484	315574	1	YBR039W_id001-5prime-utr
YBR039W	chrII	316511	316949	1	YBR039W_id001-3prime-utr
YBR041W	chrII	318157	318265	1	YBR041W_id001-5prime-utr
YBR041W	chrII	320276	320417	1	YBR041W_id001-3prime-utr
YBR042C	chrII	320288	320415	-1	YBR042C_id001-3prime-utr
YBR042C	chrII	321610	321669	-1	YBR042C_id001-5prime-utr
YBR043C	chrII	321721	321875	-1	YBR043C_id001-3prime-utr
YBR043C	chrII	323946	324094	-1	YBR043C_id001-5prime-utr
YBR044C	chrII	324265	324340	-1	YBR044C_id001-3prime-utr
YBR044C	chrII	326060	326142	-1	YBR044C_id001-5prime-utr
YBR046C	chrII	330073	330506	-1	YBR046C_id001-3prime-utr
YBR046C	chrII	331512	331552	-1	YBR046C_id001-5prime-utr
YBR047W	chrII	331288	331832	1	YBR047W_id001-5prime-utr
YBR047W	chrII	332361	332494	1	YBR047W_id001-3prime-utr
YBR048W	chrII	332813	332830	1	YBR048W_id001-5prime-utr
YBR048W	chrII	333813	334340	1	YBR048W_id001-3prime-utr
YBR049C	chrII	333943	334385	-1	YBR049C_id001-3prime-utr
YBR049C	chrII	336819	336930	-1	YBR049C_id001-5prime-utr
YBR050C	chrII	337145	337182	-1	YBR050C_id001-3prime-utr
YBR050C	chrII	338200	338460	-1	YBR050C_id001-5prime-utr
YBR052C	chrII	338434	338719	-1	YBR052C_id001-3prime-utr
YBR052C	chrII	339353	339457	-1	YBR052C_id001-5prime-utr
YBR053C	chrII	339332	339674	-1	YBR053C_id001-3prime-utr
YBR053C	chrII	340752	340763	-1	YBR053C_id001-5prime-utr
YBR054W	chrII	342781	343100	1	YBR054W_id001-5prime-utr
YBR054W	chrII	344136	344584	1	YBR054W_id001-3prime-utr
YBR055C	chrII	344489	344601	-1	YBR055C_id001-3prime-utr
YBR055C	chrII	347302	347322	-1	YBR055C_id001-5prime-utr
YBR056C-B	chrII	351178	351292	-1	YBR056C-B_id001-3prime-utr
YBR056C-B	chrII	351452	351753	-1	YBR056C-B_id001-5prime-utr
YBR056W	chrII	347842	347878	1	YBR056W_id001-5prime-utr
YBR056W	chrII	349385	349667	1	YBR056W_id001-3prime-utr
YBR056W-A	chrII	351228	351254	1	YBR056W-A_id001-5prime-utr
YBR056W-A	chrII	351456	352042	1	YBR056W-A_id001-3prime-utr
YBR057C	chrII	352055	352192	-1	YBR057C_id001-3prime-utr
YBR057C	chrII	353294	353412	-1	YBR057C_id001-5prime-utr
YBR058C	chrII	352423	353671	-1	YBR058C_id001-3prime-utr
YBR058C	chrII	356018	356190	-1	YBR058C_id001-5prime-utr
YBR058C-A	chrII	355883	356323	-1	YBR058C-A_id001-3prime-utr
YBR058C-A	chrII	356567	356625	-1	YBR058C-A_id001-5prime-utr
YBR059C	chrII	356751	356860	-1	YBR059C_id001-3prime-utr
YBR059C	chrII	360188	360320	-1	YBR059C_id001-5prime-utr
YBR060C	chrII	360589	360651	-1	YBR060C_id001-3prime-utr
YBR060C	chrII	362515	362638	-1	YBR060C_id001-5prime-utr
YBR061C	chrII	363589	364786	-1	YBR061C_id001-3prime-utr
YBR061C	chrII	365720	365726	-1	YBR061C_id001-5prime-utr
YBR062C	chrII	365872	365975	-1	YBR062C_id001-3prime-utr
YBR062C	chrII	366601	366650	-1	YBR062C_id001-5prime-utr
YBR063C	chrII	366913	366969	-1	YBR063C_id001-3prime-utr
YBR063C	chrII	368185	369557	-1	YBR063C_id001-5prime-utr
YBR065C	chrII	367999	368583	-1	YBR065C_id001-3prime-utr
YBR065C	chrII	369679	369713	-1	YBR065C_id001-5prime-utr
YBR066C	chrII	369932	370036	-1	YBR066C_id001-3prime-utr
YBR066C	chrII	370700	371004	-1	YBR066C_id001-5prime-utr
YBR067C	chrII	371965	372102	-1	YBR067C_id001-3prime-utr
YBR067C	chrII	372736	373120	-1	YBR067C_id001-5prime-utr
YBR068C	chrII	373669	373860	-1	YBR068C_id001-3prime-utr
YBR068C	chrII	375691	375856	-1	YBR068C_id001-5prime-utr
YBR069C	chrII	375848	376573	-1	YBR069C_id001-3prime-utr
YBR069C	chrII	378434	378548	-1	YBR069C_id001-5prime-utr
YBR070C	chrII	378986	379220	-1	YBR070C_id001-3prime-utr
YBR070C	chrII	379935	379955	-1	YBR070C_id001-5prime-utr
YBR071W	chrII	380195	380410	1	YBR071W_id001-5prime-utr
YBR071W	chrII	381047	381322	1	YBR071W_id001-3prime-utr
YBR072W	chrII	381848	382029	1	YBR072W_id001-5prime-utr
YBR072W	chrII	382675	382838	1	YBR072W_id001-3prime-utr
YBR074W	chrII	386281	386285	1	YBR074W_id001-5prime-utr
YBR074W	chrII	389217	389331	1	YBR074W_id001-3prime-utr
YBR076C-A	chrII	390129	391350	-1	YBR076C-A_id001-3prime-utr
YBR076C-A	chrII	391618	391670	-1	YBR076C-A_id001-5prime-utr
YBR077C	chrII	391588	391804	-1	YBR077C_id001-3prime-utr
YBR077C	chrII	392294	392834	-1	YBR077C_id001-5prime-utr
YBR078W	chrII	392866	393122	1	YBR078W_id001-5prime-utr
YBR078W	chrII	394743	395325	1	YBR078W_id001-3prime-utr
YBR079C	chrII	395215	395382	-1	YBR079C_id001-3prime-utr
YBR079C	chrII	398278	398304	-1	YBR079C_id001-5prime-utr
YBR080C	chrII	398442	398613	-1	YBR080C_id001-3prime-utr
YBR080C	chrII	400891	400926	-1	YBR080C_id001-5prime-utr
YBR082C	chrII	406101	406627	-1	YBR082C_id001-3prime-utr
YBR082C	chrII	407170	407255	-1	YBR082C_id001-5prime-utr
YBR083W	chrII	408914	409168	1	YBR083W_id001-5prime-utr
YBR083W	chrII	410630	410718	1	YBR083W_id001-3prime-utr
YBR084C-A	chrII	414132	414185	-1	YBR084C-A_id001-3prime-utr
YBR084C-A	chrII	415262	415992	-1	YBR084C-A_id001-5prime-utr
YBR084W	chrII	410975	411053	1	YBR084W_id001-5prime-utr
YBR084W	chrII	413982	414197	1	YBR084W_id001-3prime-utr
YBR085C-A	chrII	418530	418906	-1	YBR085C-A_id001-3prime-utr
YBR085C-A	chrII	419165	419738	-1	YBR085C-A_id001-5prime-utr
YBR085W	chrII	415428	415982	1	YBR085W_id001-5prime-utr
YBR085W	chrII	416907	417068	1	YBR085W_id001-3prime-utr
YBR086C	chrII	420076	420200	-1	YBR086C_id001-3prime-utr
YBR086C	chrII	423042	423360	-1	YBR086C_id001-5prime-utr
YBR087W	chrII	423602	423764	1	YBR087W_id001-5prime-utr
YBR087W	chrII	424830	424879	1	YBR087W_id001-3prime-utr
YBR088C	chrII	424794	424989	-1	YBR088C_id001-3prime-utr
YBR088C	chrII	425767	425818	-1	YBR088C_id001-5prime-utr
YBR089C-A	chrII	425946	426189	-1	YBR089C-A_id001-3prime-utr
YBR089C-A	chrII	426490	426921	-1	YBR089C-A_id001-5prime-utr
YBR089W	chrII	425028	425182	1	YBR089W_id001-5prime-utr
YBR089W	chrII	425783	426037	1	YBR089W_id001-3prime-utr
YBR091C	chrII	426969	427154	-1	YBR091C_id001-3prime-utr
YBR091C	chrII	427485	427525	-1	YBR091C_id001-5prime-utr
YBR092C	chrII	427647	427697	-1	YBR092C_id001-3prime-utr
YBR092C	chrII	429102	430844	-1	YBR092C_id001-5prime-utr
YBR093C	chrII	429492	429547	-1	YBR093C_id001-3prime-utr
YBR093C	chrII	430952	431417	-1	YBR093C_id001-5prime-utr
YBR094W	chrII	431970	432035	1	YBR094W_id001-5prime-utr
YBR094W	chrII	434298	434419	1	YBR094W_id001-3prime-utr
YBR095C	chrII	434314	434405	-1	YBR095C_id001-3prime-utr
YBR095C	chrII	435699	435772	-1	YBR095C_id001-5prime-utr
YBR096W	chrII	435960	436020	1	YBR096W_id001-5prime-utr
YBR096W	chrII	436714	437032	1	YBR096W_id001-3prime-utr
YBR098W	chrII	441489	441514	1	YBR098W_id001-5prime-utr
YBR098W	chrII	443591	444250	1	YBR098W_id001-3prime-utr
YBR099C	chrII	442855	442923	-1	YBR099C_id001-3prime-utr
YBR099C	chrII	443308	443681	-1	YBR099C_id001-5prime-utr
YBR101C	chrII	442933	443820	-1	YBR101C_id001-3prime-utr
YBR101C	chrII	444694	444751	-1	YBR101C_id001-5prime-utr
YBR102C	chrII	444892	445061	-1	YBR102C_id001-3prime-utr
YBR102C	chrII	447324	447390	-1	YBR102C_id001-5prime-utr
YBR103C-A	chrII	449250	449319	-1	YBR103C-A_id001-3prime-utr
YBR103C-A	chrII	449464	449890	-1	YBR103C-A_id001-5prime-utr
YBR103W	chrII	447496	447708	1	YBR103W_id001-5prime-utr
YBR103W	chrII	449317	449378	1	YBR103W_id001-3prime-utr
YBR104W	chrII	449539	449666	1	YBR104W_id001-5prime-utr
YBR104W	chrII	450657	451132	1	YBR104W_id001-3prime-utr
YBR105C	chrII	450711	450880	-1	YBR105C_id001-3prime-utr
YBR105C	chrII	451970	452124	-1	YBR105C_id001-5prime-utr
YBR106W	chrII	452625	452657	1	YBR106W_id001-5prime-utr
YBR106W	chrII	453225	454786	1	YBR106W_id001-3prime-utr
YBR107C	chrII	453227	453792	-1	YBR107C_id001-3prime-utr
YBR107C	chrII	454531	454604	-1	YBR107C_id001-5prime-utr
YBR108W	chrII	454743	454821	1	YBR108W_id001-5prime-utr
YBR108W	chrII	457666	457862	1	YBR108W_id001-3prime-utr
YBR109C	chrII	457737	457918	-1	YBR109C_id001-3prime-utr
YBR109C	chrII	458363	461871	-1	YBR109C_id001-5prime-utr
YBR109W-A	chrII	458498	458607	1	YBR109W-A_id001-5prime-utr
YBR109W-A	chrII	458833	459155	1	YBR109W-A_id001-3prime-utr
YBR110W	chrII	458614	458871	1	YBR110W_id001-5prime-utr
YBR110W	chrII	460222	460347	1	YBR110W_id001-3prime-utr
YBR111C	chrII	461107	461177	-1	YBR111C_id001-3prime-utr
YBR111C	chrII	461874	462146	-1	YBR111C_id001-5prime-utr
YBR111W-A	chrII	462098	462138	1	YBR111W-A_id001-5prime-utr
YBR111W-A	chrII	462580	462761	1	YBR111W-A_id001-3prime-utr
YBR112C	chrII	462616	462869	-1	YBR112C_id001-3prime-utr
YBR112C	chrII	465771	465945	-1	YBR112C_id001-5prime-utr
YBR114W	chrII	466101	467247	1	YBR114W_id001-5prime-utr
YBR114W	chrII	469621	469674	1	YBR114W_id001-3prime-utr
YBR115C	chrII	469611	469747	-1	YBR115C_id001-3prime-utr
YBR115C	chrII	473927	473945	-1	YBR115C_id001-5prime-utr
YBR118W	chrII	477445	477670	1	YBR118W_id001-5prime-utr
YBR118W	chrII	479048	479131	1	YBR118W_id001-3prime-utr
YBR119W	chrII	479273	479337	1	YBR119W_id001-5prime-utr
YBR119W	chrII	480324	480588	1	YBR119W_id001-3prime-utr
YBR120C	chrII	480191	480434	-1	YBR120C_id001-3prime-utr
YBR120C	chrII	480924	481071	-1	YBR120C_id001-5prime-utr
YBR121C	chrII	481250	481363	-1	YBR121C_id001-3prime-utr
YBR121C	chrII	483368	483566	-1	YBR121C_id001-5prime-utr
YBR121C-A	chrII	481242	482325	-1	YBR121C-A_id001-3prime-utr
YBR121C-A	chrII	482485	483363	-1	YBR121C-A_id001-5prime-utr
YBR122C	chrII	483806	483969	-1	YBR122C_id001-3prime-utr
YBR122C	chrII	484504	485405	-1	YBR122C_id001-5prime-utr
YBR123C	chrII	484693	484741	-1	YBR123C_id001-3prime-utr
YBR123C	chrII	486692	486778	-1	YBR123C_id001-5prime-utr
YBR125C	chrII	487061	487198	-1	YBR125C_id001-3prime-utr
YBR125C	chrII	488381	488576	-1	YBR125C_id001-5prime-utr
YBR126C	chrII	488770	488904	-1	YBR126C_id001-3prime-utr
YBR126C	chrII	490393	490552	-1	YBR126C_id001-5prime-utr
YBR126W-B	chrII	490913	490926	1	YBR126W-B_id001-5prime-utr
YBR126W-B	chrII	491071	491294	1	YBR126W-B_id001-3prime-utr
YBR127C	chrII	490982	491268	-1	YBR127C_id001-3prime-utr
YBR127C	chrII	492823	492877	-1	YBR127C_id001-5prime-utr
YBR128C	chrII	492989	493080	-1	YBR128C_id001-3prime-utr
YBR128C	chrII	494116	494160	-1	YBR128C_id001-5prime-utr
YBR129C	chrII	494193	494352	-1	YBR129C_id001-3prime-utr
YBR129C	chrII	495340	495384	-1	YBR129C_id001-5prime-utr
YBR130C	chrII	495479	495591	-1	YBR130C_id001-3prime-utr
YBR130C	chrII	496870	496946	-1	YBR130C_id001-5prime-utr
YBR131W	chrII	497133	497162	1	YBR131W_id001-5prime-utr
YBR131W	chrII	499278	499503	1	YBR131W_id001-3prime-utr
YBR132C	chrII	499349	499651	-1	YBR132C_id001-3prime-utr
YBR132C	chrII	501443	501850	-1	YBR132C_id001-5prime-utr
YBR133C	chrII	501498	501803	-1	YBR133C_id001-3prime-utr
YBR133C	chrII	504288	504446	-1	YBR133C_id001-5prime-utr
YBR135W	chrII	504575	504853	1	YBR135W_id001-5prime-utr
YBR135W	chrII	505307	505412	1	YBR135W_id001-3prime-utr
YBR137W	chrII	512952	513043	1	YBR137W_id001-5prime-utr
YBR137W	chrII	513584	513832	1	YBR137W_id001-3prime-utr
YBR138C	chrII	513577	513761	-1	YBR138C_id001-3prime-utr
YBR138C	chrII	515337	515437	-1	YBR138C_id001-5prime-utr
YBR139W	chrII	515659	515663	1	YBR139W_id001-5prime-utr
YBR139W	chrII	517191	517508	1	YBR139W_id001-3prime-utr
YBR141C	chrII	526823	527024	-1	YBR141C_id001-3prime-utr
YBR141C	chrII	528039	528103	-1	YBR141C_id001-5prime-utr
YBR141W-A	chrII	526948	527166	1	YBR141W-A_id001-5prime-utr
YBR141W-A	chrII	527263	527723	1	YBR141W-A_id001-3prime-utr
YBR142W	chrII	528234	528316	1	YBR142W_id001-5prime-utr
YBR142W	chrII	530639	530852	1	YBR142W_id001-3prime-utr
YBR143C	chrII	530579	530868	-1	YBR143C_id001-3prime-utr
YBR143C	chrII	532183	532204	-1	YBR143C_id001-5prime-utr
YBR145W	chrII	533721	533761	1	YBR145W_id001-5prime-utr
YBR145W	chrII	534818	535122	1	YBR145W_id001-3prime-utr
YBR146W	chrII	535197	535259	1	YBR146W_id001-5prime-utr
YBR146W	chrII	536097	536563	1	YBR146W_id001-3prime-utr
YBR147W	chrII	536427	536574	1	YBR147W_id001-5prime-utr
YBR147W	chrII	537466	537883	1	YBR147W_id001-3prime-utr
YBR149W	chrII	539922	539986	1	YBR149W_id001-5prime-utr
YBR149W	chrII	541022	541283	1	YBR149W_id001-3prime-utr
YBR151W	chrII	544915	545027	1	YBR151W_id001-5prime-utr
YBR151W	chrII	545979	546292	1	YBR151W_id001-3prime-utr
YBR153W	chrII	546385	547459	1	YBR153W_id001-5prime-utr
YBR153W	chrII	548195	548363	1	YBR153W_id001-3prime-utr
YBR154C	chrII	547941	548361	-1	YBR154C_id001-3prime-utr
YBR154C	chrII	549010	549100	-1	YBR154C_id001-5prime-utr
YBR155W	chrII	549259	549770	1	YBR155W_id001-5prime-utr
YBR155W	chrII	550929	551018	1	YBR155W_id001-3prime-utr
YBR156C	chrII	550925	551103	-1	YBR156C_id001-3prime-utr
YBR156C	chrII	553201	553278	-1	YBR156C_id001-5prime-utr
YBR157C	chrII	553414	553542	-1	YBR157C_id001-3prime-utr
YBR157C	chrII	554311	555160	-1	YBR157C_id001-5prime-utr
YBR158W	chrII	556201	556548	1	YBR158W_id001-5prime-utr
YBR158W	chrII	558199	558350	1	YBR158W_id001-3prime-utr
YBR159W	chrII	558632	558684	1	YBR159W_id001-5prime-utr
YBR159W	chrII	559729	559894	1	YBR159W_id001-3prime-utr
YBR160W	chrII	559931	560077	1	YBR160W_id001-5prime-utr
YBR160W	chrII	560975	561577	1	YBR160W_id001-3prime-utr
YBR161W	chrII	561405	561633	1	YBR161W_id001-5prime-utr
YBR161W	chrII	562765	563003	1	YBR161W_id001-3prime-utr
YBR162C	chrII	562832	563202	-1	YBR162C_id001-3prime-utr
YBR162C	chrII	564571	564842	-1	YBR162C_id001-5prime-utr
YBR162W-A	chrII	563740	565230	1	YBR162W-A_id001-5prime-utr
YBR162W-A	chrII	565429	565509	1	YBR162W-A_id001-3prime-utr
YBR163W	chrII	565621	565722	1	YBR163W_id001-5prime-utr
YBR163W	chrII	567481	567701	1	YBR163W_id001-3prime-utr
YBR164C	chrII	567430	567874	-1	YBR164C_id001-3prime-utr
YBR164C	chrII	568427	568548	-1	YBR164C_id001-5prime-utr
YBR165W	chrII	568741	568851	1	YBR165W_id001-5prime-utr
YBR165W	chrII	569686	569837	1	YBR165W_id001-3prime-utr
YBR166C	chrII	569730	569841	-1	YBR166C_id001-3prime-utr
YBR166C	chrII	571201	571278	-1	YBR166C_id001-5prime-utr
YBR167C	chrII	571355	571467	-1	YBR167C_id001-3prime-utr
YBR167C	chrII	571891	572502	-1	YBR167C_id001-5prime-utr
YBR168W	chrII	571799	572370	1	YBR168W_id001-5prime-utr
YBR168W	chrII	573613	573768	1	YBR168W_id001-3prime-utr
YBR169C	chrII	573746	573914	-1	YBR169C_id001-3prime-utr
YBR169C	chrII	575997	576122	-1	YBR169C_id001-5prime-utr
YBR170C	chrII	576057	576343	-1	YBR170C_id001-3prime-utr
YBR170C	chrII	578087	578112	-1	YBR170C_id001-5prime-utr
YBR171W	chrII	578311	578363	1	YBR171W_id001-5prime-utr
YBR171W	chrII	578985	579160	1	YBR171W_id001-3prime-utr
YBR172C	chrII	579012	579149	-1	YBR172C_id001-3prime-utr
YBR172C	chrII	581373	581501	-1	YBR172C_id001-5prime-utr
YBR173C	chrII	581492	581725	-1	YBR173C_id001-3prime-utr
YBR173C	chrII	582173	582200	-1	YBR173C_id001-5prime-utr
YBR174C	chrII	582174	582337	-1	YBR174C_id001-3prime-utr
YBR174C	chrII	582653	583425	-1	YBR174C_id001-5prime-utr
YBR175W	chrII	581736	582407	1	YBR175W_id001-5prime-utr
YBR175W	chrII	583356	583462	1	YBR175W_id001-3prime-utr
YBR176W	chrII	582887	583719	1	YBR176W_id001-5prime-utr
YBR176W	chrII	584659	584821	1	YBR176W_id001-3prime-utr
YBR177C	chrII	584680	584806	-1	YBR177C_id001-3prime-utr
YBR177C	chrII	586163	586367	-1	YBR177C_id001-5prime-utr
YBR178W	chrII	585980	586070	1	YBR178W_id001-5prime-utr
YBR178W	chrII	586446	586573	1	YBR178W_id001-3prime-utr
YBR179C	chrII	586378	586546	-1	YBR179C_id001-3prime-utr
YBR179C	chrII	589115	589189	-1	YBR179C_id001-5prime-utr
YBR181C	chrII	591623	591711	-1	YBR181C_id001-3prime-utr
YBR181C	chrII	592775	592966	-1	YBR181C_id001-5prime-utr
YBR182C-A	chrII	594946	595360	-1	YBR182C-A_id001-3prime-utr
YBR182C-A	chrII	595556	595849	-1	YBR182C-A_id001-5prime-utr
YBR183W	chrII	596008	596114	1	YBR183W_id001-5prime-utr
YBR183W	chrII	597066	597193	1	YBR183W_id001-3prime-utr
YBR185C	chrII	598933	599122	-1	YBR185C_id001-3prime-utr
YBR185C	chrII	599960	600031	-1	YBR185C_id001-5prime-utr
YBR187W	chrII	601659	602633	1	YBR187W_id001-5prime-utr
YBR187W	chrII	603477	603598	1	YBR187W_id001-3prime-utr
YBR188C	chrII	602521	603684	-1	YBR188C_id001-3prime-utr
YBR188C	chrII	604108	604187	-1	YBR188C_id001-5prime-utr
YBR189W	chrII	603637	604507	1	YBR189W_id001-5prime-utr
YBR189W	chrII	605509	606258	1	YBR189W_id001-3prime-utr
YBR191W	chrII	606248	606269	1	YBR191W_id001-5prime-utr
YBR191W	chrII	607141	607191	1	YBR191W_id001-3prime-utr
YBR191W-A	chrII	606300	607148	1	YBR191W-A_id001-5prime-utr
YBR191W-A	chrII	607224	607280	1	YBR191W-A_id001-3prime-utr
YBR192W	chrII	607429	607651	1	YBR192W_id001-5prime-utr
YBR192W	chrII	608786	609083	1	YBR192W_id001-3prime-utr
YBR193C	chrII	608093	609081	-1	YBR193C_id001-3prime-utr
YBR193C	chrII	609754	609781	-1	YBR193C_id001-5prime-utr
YBR194W	chrII	609909	610037	1	YBR194W_id001-5prime-utr
YBR194W	chrII	610410	610681	1	YBR194W_id001-3prime-utr
YBR195C	chrII	610459	610613	-1	YBR195C_id001-3prime-utr
YBR195C	chrII	611883	611950	-1	YBR195C_id001-5prime-utr
YBR196C	chrII	612043	612235	-1	YBR196C_id001-3prime-utr
YBR196C	chrII	613901	613994	-1	YBR196C_id001-5prime-utr
YBR196C-A	chrII	613915	614023	-1	YBR196C-A_id001-3prime-utr
YBR196C-A	chrII	614174	614587	-1	YBR196C-A_id001-5prime-utr
YBR197C	chrII	614771	615202	-1	YBR197C_id001-3prime-utr
YBR197C	chrII	615857	617352	-1	YBR197C_id001-5prime-utr
YBR198C	chrII	616031	616126	-1	YBR198C_id001-3prime-utr
YBR198C	chrII	618524	618609	-1	YBR198C_id001-5prime-utr
YBR199W	chrII	618810	618908	1	YBR199W_id001-5prime-utr
YBR199W	chrII	620304	620613	1	YBR199W_id001-3prime-utr
YBR200W	chrII	620809	620871	1	YBR200W_id001-5prime-utr
YBR200W	chrII	622528	622782	1	YBR200W_id001-3prime-utr
YBR201C-A	chrII	624305	624492	-1	YBR201C-A_id001-3prime-utr
YBR201C-A	chrII	624697	625418	-1	YBR201C-A_id001-5prime-utr
YBR201W	chrII	623433	623575	1	YBR201W_id001-5prime-utr
YBR201W	chrII	624212	624921	1	YBR201W_id001-3prime-utr
YBR202W	chrII	625655	625771	1	YBR202W_id001-5prime-utr
YBR202W	chrII	628310	628486	1	YBR202W_id001-3prime-utr
YBR203W	chrII	628973	629167	1	YBR203W_id001-5prime-utr
YBR203W	chrII	631943	632194	1	YBR203W_id001-3prime-utr
YBR204C	chrII	631985	632253	-1	YBR204C_id001-3prime-utr
YBR204C	chrII	633382	633452	-1	YBR204C_id001-5prime-utr
YBR206W	chrII	633637	634600	1	YBR206W_id001-5prime-utr
YBR206W	chrII	634925	635026	1	YBR206W_id001-3prime-utr
YBR207W	chrII	635061	635145	1	YBR207W_id001-5prime-utr
YBR207W	chrII	636544	636740	1	YBR207W_id001-3prime-utr
YBR209W	chrII	642554	642582	1	YBR209W_id001-5prime-utr
YBR209W	chrII	642901	642993	1	YBR209W_id001-3prime-utr
YBR210W	chrII	645330	645549	1	YBR210W_id001-5prime-utr
YBR210W	chrII	645979	645990	1	YBR210W_id001-3prime-utr
YBR212W	chrII	647438	647885	1	YBR212W_id001-5prime-utr
YBR212W	chrII	649905	650110	1	YBR212W_id001-3prime-utr
YBR213W	chrII	650272	650367	1	YBR213W_id001-5prime-utr
YBR213W	chrII	651193	651419	1	YBR213W_id001-3prime-utr
YBR214W	chrII	651293	651414	1	YBR214W_id001-5prime-utr
YBR214W	chrII	652999	653198	1	YBR214W_id001-3prime-utr
YBR215W	chrII	653315	653355	1	YBR215W_id001-5prime-utr
YBR215W	chrII	655318	655782	1	YBR215W_id001-3prime-utr
YBR216C	chrII	655282	655575	-1	YBR216C_id001-3prime-utr
YBR216C	chrII	657601	657647	-1	YBR216C_id001-5prime-utr
YBR217W	chrII	657768	657831	1	YBR217W_id001-5prime-utr
YBR217W	chrII	658393	658720	1	YBR217W_id001-3prime-utr
YBR218C	chrII	658591	658706	-1	YBR218C_id001-3prime-utr
YBR218C	chrII	662250	662399	-1	YBR218C_id001-5prime-utr
YBR220C	chrII	662759	662994	-1	YBR220C_id001-3prime-utr
YBR220C	chrII	664678	664806	-1	YBR220C_id001-5prime-utr
YBR221C	chrII	664844	665152	-1	YBR221C_id001-3prime-utr
YBR221C	chrII	666254	666471	-1	YBR221C_id001-5prime-utr
YBR222C	chrII	666607	666719	-1	YBR222C_id001-3prime-utr
YBR222C	chrII	668352	669056	-1	YBR222C_id001-5prime-utr
YBR223C	chrII	668403	668662	-1	YBR223C_id001-3prime-utr
YBR223C	chrII	670298	670320	-1	YBR223C_id001-5prime-utr
YBR227C	chrII	673443	673571	-1	YBR227C_id001-3prime-utr
YBR227C	chrII	675135	675226	-1	YBR227C_id001-5prime-utr
YBR228W	chrII	674994	675312	1	YBR228W_id001-5prime-utr
YBR228W	chrII	676228	676354	1	YBR228W_id001-3prime-utr
YBR229C	chrII	676226	676356	-1	YBR229C_id001-3prime-utr
YBR229C	chrII	679222	679250	-1	YBR229C_id001-5prime-utr
YBR230C	chrII	679461	679548	-1	YBR230C_id001-3prime-utr
YBR230C	chrII	680051	680270	-1	YBR230C_id001-5prime-utr
YBR230W-A	chrII	679572	680361	1	YBR230W-A_id001-5prime-utr
YBR230W-A	chrII	680563	680693	1	YBR230W-A_id001-3prime-utr
YBR231C	chrII	681897	682178	-1	YBR231C_id001-3prime-utr
YBR231C	chrII	683091	683145	-1	YBR231C_id001-5prime-utr
YBR233W	chrII	683274	683427	1	YBR233W_id001-5prime-utr
YBR233W	chrII	684670	684834	1	YBR233W_id001-3prime-utr
YBR233W-A	chrII	684930	684976	1	YBR233W-A_id001-5prime-utr
YBR233W-A	chrII	685262	685612	1	YBR233W-A_id001-3prime-utr
YBR234C	chrII	685281	685437	-1	YBR234C_id001-3prime-utr
YBR234C	chrII	686593	686654	-1	YBR234C_id001-5prime-utr
YBR235W	chrII	686820	686900	1	YBR235W_id001-5prime-utr
YBR235W	chrII	690264	690354	1	YBR235W_id001-3prime-utr
YBR236C	chrII	689753	690382	-1	YBR236C_id001-3prime-utr
YBR236C	chrII	691694	691731	-1	YBR236C_id001-5prime-utr
YBR237W	chrII	691916	691968	1	YBR237W_id001-5prime-utr
YBR237W	chrII	694519	694608	1	YBR237W_id001-3prime-utr
YBR238C	chrII	694607	695106	-1	YBR238C_id001-3prime-utr
YBR238C	chrII	697303	697375	-1	YBR238C_id001-5prime-utr
YBR239C	chrII	698243	698353	-1	YBR239C_id001-3prime-utr
YBR239C	chrII	699944	700105	-1	YBR239C_id001-5prime-utr
YBR241C	chrII	702432	702588	-1	YBR241C_id001-3prime-utr
YBR241C	chrII	704056	704174	-1	YBR241C_id001-5prime-utr
YBR242W	chrII	704400	704669	1	YBR242W_id001-5prime-utr
YBR242W	chrII	705387	705543	1	YBR242W_id001-3prime-utr
YBR243C	chrII	704854	705446	-1	YBR243C_id001-3prime-utr
YBR243C	chrII	706794	706846	-1	YBR243C_id001-5prime-utr
YBR244W	chrII	706972	707527	1	YBR244W_id001-5prime-utr
YBR244W	chrII	708017	708146	1	YBR244W_id001-3prime-utr
YBR246W	chrII	711533	711590	1	YBR246W_id001-5prime-utr
YBR246W	chrII	712755	712897	1	YBR246W_id001-3prime-utr
YBR247C	chrII	712887	713003	-1	YBR247C_id001-3prime-utr
YBR247C	chrII	714456	714677	-1	YBR247C_id001-5prime-utr
YBR248C	chrII	714623	714806	-1	YBR248C_id001-3prime-utr
YBR248C	chrII	716466	716570	-1	YBR248C_id001-5prime-utr
